1,1,121.8,334.15,135.39999999999998,57.950000000000045,1,1,1.0
1,2,733.09,266.43,71.30999999999995,40.099999999999966,1,1,1.0
1,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
2,1,97.7,335.9,138.10000000000002,61.5,1,1,1.0
2,2,719.19,268.29,72.50999999999999,40.549999999999955,1,1,1.0
2,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
3,1,73.6,340.4,141.70000000000002,62.30000000000001,1,1,1.0
3,2,705.29,270.16,73.71000000000004,41.0,1,1,1.0
3,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
4,1,46.9,344.0,144.29999999999998,63.19999999999999,1,1,1.0
4,2,691.4,272.03,74.89999999999998,41.450000000000045,1,1,1.0
4,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
5,1,23.68,346.7,145.22,64.10000000000002,1,1,1.0
5,2,677.5,273.9,76.10000000000002,41.89000000000004,1,1,1.0
5,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
6,1,0.5,350.3,147.9,65.80000000000001,1,1,1.0
6,2,662.85,275.76,77.67999999999995,42.35000000000002,1,1,1.0
6,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
7,1,0.5,353.9,124.7,68.40000000000003,1,1,1.0
7,2,648.21,277.63,79.25999999999999,42.80000000000001,1,1,1.0
7,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
8,1,0.5,357.5,101.5,68.39999999999998,1,1,1.0
8,2,633.56,279.5,80.84000000000003,43.24000000000001,1,1,1.0
8,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
9,1,0.5,361.1,75.7,63.89999999999998,1,1,1.0
9,2,618.92,281.37,82.41000000000008,43.69,1,1,1.0
9,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
10,1,0.5,367.3,51.6,57.69999999999999,1,1,1.0
10,2,604.27,283.23,84.0,44.14999999999998,1,1,1.0
10,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
11,1,0.5,378.04,27.5,43.389999999999986,1,1,1.0
11,2,589.62,285.1,85.58000000000004,44.589999999999975,1,1,1.0
11,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
12,2,572.96,287.33,87.08999999999992,45.58000000000004,1,1,1.0
12,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
13,2,556.3,289.56,88.60000000000002,46.56,1,1,1.0
13,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
14,2,539.64,291.79,90.11000000000001,47.539999999999964,1,1,1.0
14,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
15,2,522.97,294.02,91.63,48.52000000000004,1,1,1.0
15,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
16,2,506.31,296.25,93.14000000000004,49.5,1,1,1.0
16,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
17,2,489.65,298.48,94.64999999999998,50.47999999999996,1,1,1.0
17,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
18,2,472.99,300.71,96.15999999999997,51.460000000000036,1,1,1.0
18,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
19,2,456.32,302.94,97.68,52.44,1,1,1.0
19,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
20,2,439.66,305.17,99.19,53.41999999999996,1,1,1.0
20,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
21,2,423.0,307.4,100.70000000000005,54.400000000000034,1,1,1.0
21,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
22,2,402.77,310.61,104.0,55.46999999999997,1,1,1.0
22,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
23,2,382.54,313.82,107.28999999999996,56.54000000000002,1,1,1.0
23,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
24,2,362.32,317.03,110.57999999999998,57.610000000000014,1,1,1.0
24,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
25,2,342.09,320.24,113.96000000000004,58.68000000000001,1,1,1.0
25,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
26,2,321.86,323.45,117.33999999999997,59.75,1,1,1.0
26,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
27,2,301.63,326.66,118.82999999999998,60.81999999999999,1,1,1.0
27,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
28,2,281.41,329.87,120.31,61.889999999999986,1,1,1.0
28,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
29,2,261.18,333.08,121.80000000000001,62.960000000000036,1,1,1.0
29,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
30,2,240.95,336.29,123.29000000000002,64.02999999999997,1,1,1.0
30,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
31,2,220.72,339.5,124.78,65.10000000000002,1,1,1.0
31,3,208.3,251.0,95.27999999999997,40.379999999999995,1,1,1.0
